PackageName,ClassName,FolderPath,FileName,Method,Follow Format,Used Package,Compilable,Runnable,ppl,API_popularity,API_length,Consistency,Probing
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_2_7,void start(),False,False,False,False,1.2948457,3993,29,1.207968,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_2_8,void start(),True,True,False,False,1.4141703,3993,29,0.27356926,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_2_9,void start(),True,True,False,False,1.0133721,3993,29,0.29399088,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_0,void stop(),True,True,True,False,1.0119019,3993,28,0.53364867,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_1,void stop(),True,True,True,False,1.0151134,3993,28,0.40856963,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_2,void stop(),True,True,True,False,1.1176813,3993,28,0.34573862,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_3,void stop(),True,True,True,False,2.4190063,3993,28,0.34146467,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_4,void stop(),True,True,True,False,1.0134009,3993,28,0.41500533,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_5,void stop(),True,True,True,False,1.0826901,3993,28,0.36883506,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_6,void stop(),True,True,True,False,1.2045513,3993,28,0.34057468,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_7,void stop(),True,True,False,False,1.0365369,3993,28,0.53273284,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_8,void stop(),True,True,True,False,1.0440266,3993,28,0.34309074,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_3_9,void stop(),True,True,True,False,1.2937229,3993,28,0.4054335,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_0,void destroy(),True,True,True,False,2.265941,3993,31,0.4944085,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_1,void destroy(),True,True,True,False,1.0157846,3993,31,0.52732736,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_2,void destroy(),True,False,False,False,1.8175111,3993,31,0.48655856,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_3,void destroy(),True,True,False,False,1.6677204,3993,31,0.42302278,0
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_4,void destroy(),True,True,False,False,1.0237786,3993,31,0.49143437,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_5,void destroy(),True,True,False,False,1.0108011,3993,31,0.398189,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_6,void destroy(),True,True,True,False,1.0208184,3993,31,0.4682733,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_7,void destroy(),True,True,False,False,1.0177664,3993,31,0.381006,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_8,void destroy(),True,True,False,False,1.0096248,3993,31,0.42302278,1
java.applet,Applet,./Data_Snippet/java_applet/javaFiles,Applet_4_9,void destroy(),True,True,False,False,1.1459085,3993,31,0.48899066,1
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_0,int getKeyCode(),True,True,True,True,1.1937137,57436,36,0.30359542,0
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_1,int getKeyCode(),True,True,True,True,1.009179,57436,36,0.23722799,1
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_2,int getKeyCode(),False,False,False,False,2.55318,57436,36,0.48731148,0
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_3,int getKeyCode(),True,True,False,False,1.0320859,57436,36,0.2860162,1
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_4,int getKeyCode(),True,True,True,True,1.1327937,57436,36,0.34754625,0
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_5,int getKeyCode(),True,True,True,True,1.0888325,57436,36,0.22083342,1
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_6,int getKeyCode(),False,False,False,False,1.6935358,57436,36,0.6560035,0
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_7,int getKeyCode(),True,True,True,True,1.1457816,57436,36,0.3079245,1
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_8,int getKeyCode(),True,True,False,False,1.0105231,57436,36,0.3181971,1
java.awt,AWTKeyStroke,./Data_Snippet/java_awt/javaFiles,AWTKeyStroke_5_9,int getKeyCode(),False,False,False,False,1.2467957,57436,36,0.47270638,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_0,float getLineWidth(),True,True,True,True,1.0076513,57436,39,0.32971403,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_1,float getLineWidth(),True,True,True,True,1.0326352,57436,39,0.35034174,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_2,float getLineWidth(),True,True,True,True,1.2550097,57436,39,0.4334076,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_3,float getLineWidth(),True,True,False,False,1.0122753,57436,39,0.5949579,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_4,float getLineWidth(),True,True,False,False,1.0083944,57436,39,0.64942014,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_5,float getLineWidth(),True,True,True,True,1.009509,57436,39,0.31940368,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_6,float getLineWidth(),True,True,True,True,1.1565058,57436,39,0.25185043,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_7,float getLineWidth(),True,True,True,True,1.0258132,57436,39,0.32230815,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_8,float getLineWidth(),True,True,False,False,1.0162759,57436,39,0.3047543,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_1_9,float getLineWidth(),True,True,True,True,1.0099227,57436,39,0.29984245,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_0,float getMiterLimit(),True,True,True,True,1.1053227,57436,40,0.5657445,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_1,float getMiterLimit(),True,True,True,True,1.0409352,57436,40,0.20247748,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_2,float getMiterLimit(),True,True,True,True,1.0120002,57436,40,0.489351,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_3,float getMiterLimit(),True,True,True,True,1.0811063,57436,40,0.19502039,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_4,float getMiterLimit(),True,True,True,True,1.0582483,57436,40,0.42951483,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_5,float getMiterLimit(),True,True,True,True,1.017507,57436,40,0.19004886,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_6,float getMiterLimit(),True,True,True,True,1.1121913,57436,40,0.20405167,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_7,float getMiterLimit(),True,True,True,True,1.0092144,57436,40,0.2068559,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_8,float getMiterLimit(),True,True,True,True,1.0084164,57436,40,0.20295648,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_2_9,float getMiterLimit(),True,True,True,True,1.0089552,57436,40,0.22089708,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_0,int getEndCap(),True,True,True,True,1.0101441,57436,34,0.27083883,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_1,int getEndCap(),True,True,True,True,1.2443461,57436,34,0.31568488,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_2,int getEndCap(),True,True,True,True,1.1210505,57436,34,0.2652399,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_3,int getEndCap(),True,True,True,True,1.1135235,57436,34,0.37861627,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_4,int getEndCap(),True,True,True,True,1.0145698,57436,34,0.38059202,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_5,int getEndCap(),True,True,True,True,1.1735566,57436,34,0.5411134,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_6,int getEndCap(),True,True,True,True,1.0111182,57436,34,0.4465443,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_7,int getEndCap(),True,True,True,True,1.0165261,57436,34,0.36109686,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_8,int getEndCap(),True,True,False,False,1.0123783,57436,34,0.39793697,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_3_9,int getEndCap(),True,True,True,True,1.0068405,57436,34,0.43046203,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_0,int getLineJoin(),True,True,False,False,1.3634971,57436,36,0.52765095,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_1,int getLineJoin(),True,False,False,False,1.012166,57436,36,0.33746105,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_2,int getLineJoin(),True,True,True,True,1.0313613,57436,36,0.24783082,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_3,int getLineJoin(),True,True,True,True,1.1769801,57436,36,0.3113449,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_4,int getLineJoin(),True,True,True,True,1.2080984,57436,36,0.25554472,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_5,int getLineJoin(),True,True,True,True,1.0425409,57436,36,0.29158518,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_6,int getLineJoin(),True,True,True,True,2.656489,57436,36,0.29224327,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_7,int getLineJoin(),True,True,True,True,1.0286089,57436,36,0.33867246,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_8,int getLineJoin(),True,True,True,True,1.0124643,57436,36,0.3404332,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_4_9,int getLineJoin(),True,True,True,True,1.2503905,57436,36,0.3207501,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_0,float[] getDashArray(),True,True,True,False,1.0761184,57436,41,0.43309256,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_1,float[] getDashArray(),True,True,True,False,1.0065845,57436,41,0.33539063,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_2,float[] getDashArray(),True,True,True,False,1.0051029,57436,41,0.55832416,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_3,float[] getDashArray(),True,True,True,True,1.0088395,57436,41,0.4110417,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_4,float[] getDashArray(),True,True,True,True,1.0439985,57436,41,0.39371857,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_5,float[] getDashArray(),True,True,True,True,1.0183705,57436,41,0.42637742,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_6,float[] getDashArray(),True,True,True,True,1.1123862,57436,41,0.2674041,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_7,float[] getDashArray(),True,True,False,False,1.0821316,57436,41,0.21269141,0
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_8,float[] getDashArray(),True,True,True,True,1.011264,57436,41,0.22669505,1
java.awt,BasicStroke,./Data_Snippet/java_awt/javaFiles,BasicStroke_5_9,float[] getDashArray(),True,True,True,True,1.0257344,57436,41,0.36828062,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_0,"void addLayoutComponent(String name, Component comp)",True,False,False,False,1.0289592,57436,72,0.41745424,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_1,"void addLayoutComponent(String name, Component comp)",True,True,False,False,1.4643178,57436,72,0.4482399,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_2,"void addLayoutComponent(String name, Component comp)",True,True,True,False,1.9753642,57436,72,0.27542055,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_3,"void addLayoutComponent(String name, Component comp)",True,False,False,False,1.1600593,57436,72,0.23591925,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_4,"void addLayoutComponent(String name, Component comp)",True,False,False,False,1.0137091,57436,72,0.28044382,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_5,"void addLayoutComponent(String name, Component comp)",True,True,True,False,1.021646,57436,72,0.40308014,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_6,"void addLayoutComponent(String name, Component comp)",False,False,False,False,1.3750433,57436,72,0.6525912,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_7,"void addLayoutComponent(String name, Component comp)",True,False,False,False,1.0112096,57436,72,0.25402611,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_8,"void addLayoutComponent(String name, Component comp)",True,False,False,False,1.1288348,57436,72,0.21218339,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_4_9,"void addLayoutComponent(String name, Component comp)",True,False,False,False,1.0056291,57436,72,0.29577318,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_0,"void addLayoutComponent(Component comp, Object constraints)",True,False,False,False,1.0051926,57436,79,0.23154993,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_1,"void addLayoutComponent(Component comp, Object constraints)",True,True,True,False,1.0667001,57436,79,0.26675156,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_2,"void addLayoutComponent(Component comp, Object constraints)",True,True,False,False,1.0421472,57436,79,0.3307797,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_3,"void addLayoutComponent(Component comp, Object constraints)",True,True,False,False,1.011359,57436,79,0.43005332,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_4,"void addLayoutComponent(Component comp, Object constraints)",True,False,False,False,1.0263481,57436,79,0.21417427,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_5,"void addLayoutComponent(Component comp, Object constraints)",True,True,False,False,1.0180571,57436,79,0.33681402,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_6,"void addLayoutComponent(Component comp, Object constraints)",True,False,False,False,1.9591329,57436,79,0.24880531,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_7,"void addLayoutComponent(Component comp, Object constraints)",True,False,False,False,1.0879301,57436,79,0.2760635,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_8,"void addLayoutComponent(Component comp, Object constraints)",True,False,False,False,1.1646496,57436,79,0.28159443,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_5_9,"void addLayoutComponent(Component comp, Object constraints)",True,False,False,False,1.0154486,57436,79,0.4745141,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_0,Dimension maximumLayoutSize(Container target),True,True,True,True,1.0212259,57436,65,0.3294514,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_1,Dimension maximumLayoutSize(Container target),True,True,True,True,1.1101488,57436,65,0.5330379,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_2,Dimension maximumLayoutSize(Container target),False,False,False,False,1.1945703,57436,65,1.0091758,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_3,Dimension maximumLayoutSize(Container target),True,True,True,True,1.0146405,57436,65,0.3244248,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_4,Dimension maximumLayoutSize(Container target),True,False,False,False,1.4870564,57436,65,0.45178512,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_5,Dimension maximumLayoutSize(Container target),False,False,False,False,1.2496033,57436,65,0.55086,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_6,Dimension maximumLayoutSize(Container target),True,False,False,False,2.1612082,57436,65,0.4464779,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_7,Dimension maximumLayoutSize(Container target),False,False,False,False,1.2571836,57436,65,0.5885921,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_8,Dimension maximumLayoutSize(Container target),True,True,True,True,1.0737057,57436,65,0.33357808,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_7_9,Dimension maximumLayoutSize(Container target),False,False,False,False,1.3550166,57436,65,0.76443285,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_0,float getLayoutAlignmentX(Container target),True,False,False,False,1.0066878,57436,63,0.4833714,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_1,float getLayoutAlignmentX(Container target),True,True,True,True,1.0060819,57436,63,0.34448704,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_2,float getLayoutAlignmentX(Container target),True,True,True,False,1.135598,57436,63,0.39662248,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_3,float getLayoutAlignmentX(Container target),True,True,False,False,1.0078311,57436,63,0.37068734,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_4,float getLayoutAlignmentX(Container target),True,False,False,False,1.0113796,57436,63,0.45185274,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_5,float getLayoutAlignmentX(Container target),True,True,False,False,1.1153781,57436,63,0.40924394,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_6,float getLayoutAlignmentX(Container target),True,True,False,False,1.1065466,57436,63,0.32688054,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_7,float getLayoutAlignmentX(Container target),True,True,False,False,1.0309267,57436,63,0.3798824,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_8,float getLayoutAlignmentX(Container target),True,True,False,False,1.0184555,57436,63,0.31981733,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_8_9,float getLayoutAlignmentX(Container target),True,True,False,False,1.1581118,57436,63,0.36221385,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_0,float getLayoutAlignmentY(Container target),True,True,True,False,1.0061805,57436,63,0.45830274,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_1,float getLayoutAlignmentY(Container target),True,True,False,False,1.0081656,57436,63,0.38712737,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_2,float getLayoutAlignmentY(Container target),True,True,True,False,1.1678734,57436,63,0.42019182,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_3,float getLayoutAlignmentY(Container target),False,False,False,False,2.2924035,57436,63,1.1959367,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_4,float getLayoutAlignmentY(Container target),True,True,False,False,1.0353506,57436,63,0.48788133,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_5,float getLayoutAlignmentY(Container target),True,True,False,False,1.1829437,57436,63,0.3786256,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_6,float getLayoutAlignmentY(Container target),False,False,False,False,1.5361575,57436,63,0.6984965,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_7,float getLayoutAlignmentY(Container target),True,True,True,False,1.0339367,57436,63,0.4254051,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_8,float getLayoutAlignmentY(Container target),True,True,True,True,1.7520592,57436,63,0.32452247,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_9_9,float getLayoutAlignmentY(Container target),True,True,False,False,1.0053128,57436,63,0.3306394,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_0,void invalidateLayout(Container target),True,False,False,False,1.0291069,57436,59,0.44421133,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_1,void invalidateLayout(Container target),False,False,False,False,1.6932921,57436,59,0.73068637,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_2,void invalidateLayout(Container target),False,False,False,False,1.5391794,57436,59,0.77361274,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_3,void invalidateLayout(Container target),False,False,False,False,1.3906015,57436,59,0.6253021,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_4,void invalidateLayout(Container target),True,True,True,False,1.0204692,57436,59,0.3998819,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_5,void invalidateLayout(Container target),False,False,False,False,4.7238064,57436,59,0.77534986,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_6,void invalidateLayout(Container target),True,True,True,False,1.0136868,57436,59,0.43092185,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_7,void invalidateLayout(Container target),True,True,False,False,1.142795,57436,59,0.41548848,0
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_8,void invalidateLayout(Container target),True,True,False,False,1.0913775,57436,59,0.47751856,1
java.awt,BorderLayout,./Data_Snippet/java_awt/javaFiles,BorderLayout_10_9,void invalidateLayout(Container target),True,True,False,False,1.330542,57436,59,0.4000027,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_0,int hashCode(),True,True,False,False,1.2809573,57436,40,0.56844413,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_1,int hashCode(),False,False,False,False,1.7308949,57436,40,0.61877793,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_2,int hashCode(),False,False,False,False,1.5628473,57436,40,0.5538702,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_3,int hashCode(),True,True,False,False,1.0163352,57436,40,0.5768656,1
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_4,int hashCode(),False,False,False,False,1.2259791,57436,40,0.5837227,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_5,int hashCode(),False,False,False,False,1.6207767,57436,40,1.1061217,1
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_6,int hashCode(),False,False,False,False,1.3391211,57436,40,0.73083967,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_7,int hashCode(),True,True,False,False,1.2520465,57436,40,0.6588633,1
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_8,int hashCode(),False,False,False,False,1.7804537,57436,40,0.57142943,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_2_9,int hashCode(),True,True,False,False,1.0780711,57436,40,0.56567794,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_3_0,String toString(),False,False,False,False,1.9190278,57436,43,0.54602194,0
java.awt,BufferCapabilities,./Data_Snippet/java_awt/javaFiles,BufferCapabilities_FlipContents_3_1,String toString(),False,False,False,False,1.2578522,57436,43,0.75553125,0
