Sample Number,ClassName,Snippet Number,Method,Exist,Description
18,Currency,3,String getDisplayName(),True,Gets the name that is suitable for displaying this currency for the default DISPLAY locale.
18,Currency,4,String getSymbol(),True,Gets the symbol of this currency for the default DISPLAY locale.
18,Currency,5,int getDefaultFractionDigits(),True,Gets the default number of fraction digits used with this currency.
19,Date,1,Date(),False,NULL
19,Date,2,getTime(),False,NULL
19,Date,3,setTime(long time),False,NULL
19,Date,4,compareTo(Date anotherDate),False,NULL
19,Date,5,after(Date when),False,NULL
19,Date,6,before(Date when),False,NULL
19,Date,7,equals(Object obj),False,NULL
19,Date,8,hashCode(),False,NULL
19,Date,9,clone(),False,NULL
19,Date,10,toString(),False,NULL
20,Dictionary,1,boolean contains(Object o),False,NULL
20,Dictionary,2,Enumeration elements(),False,NULL
20,Dictionary,3,Object get(Object key),False,NULL
20,Dictionary,4,"Object put(Object key, Object value)",False,NULL
20,Dictionary,5,Object remove(Object key),False,NULL
21,DoubleSummaryStatistics,1,double getCount(),False,NULL
21,DoubleSummaryStatistics,2,double getSum(),True,"Returns the sum of values recorded, or zero if no values have been recorded."
21,DoubleSummaryStatistics,3,double getMin(),True,"Returns the minimum recorded value, Double.NaN if any recorded value was NaN or Double.POSITIVE_INFINITY if no values were recorded."
21,DoubleSummaryStatistics,4,double getMax(),True,"Returns the maximum recorded value, Double.NaN if any recorded value was NaN or Double.NEGATIVE_INFINITY if no values were recorded."
21,DoubleSummaryStatistics,5,double getAverage(),True,"Returns the arithmetic mean of values recorded, or zero if no values have been recorded."
22,EnumMap,1,boolean containsKey(Object key),True,Returns true if this map contains a mapping for the specified key.
22,EnumMap,2,boolean containsValue(Object value),True,Returns true if this map maps one or more keys to the specified value.
22,EnumMap,3,"Set<Map.Entry<K,V>> entrySet()",True,Returns a Set view of the mappings contained in this map.
22,EnumMap,4,V get(Object key),True,"Returns the value to which the specified key is mapped, or null if this map contains no mapping for the key."
22,EnumMap,5,boolean isEmpty(),False,NULL
23,EnumSet,1,<E extends Enum<E>> EnumSet<E> allOf(Class<E> elementType),False,NULL
23,EnumSet,2,<E extends Enum<E>> EnumSet<E> noneOf(Class<E> elementType),False,NULL
23,EnumSet,3,"<E extends Enum<E>> EnumSet<E> range(E from, E to)",False,NULL
23,EnumSet,4,"<E extends Enum<E>> EnumSet<E> of(E e1, E... eN)",False,NULL
23,EnumSet,5,boolean add(E e),False,NULL
24,EventListenerProxy,1,boolean add(E e),False,NULL
24,EventListenerProxy,2,boolean addAll(Collection<? extends E> c),False,NULL
24,EventListenerProxy,3,void clear(),False,NULL
24,EventListenerProxy,4,boolean contains(Object o),False,NULL
24,EventListenerProxy,5,boolean containsAll(Collection<?> c),False,NULL
25,EventObject,1,EventObject(Object source),False,NULL
25,EventObject,2,Object getSource(),True,The object on which the Event initially occurred.
25,EventObject,3,void setSource(Object source),False,NULL
25,EventObject,4,String toString(),True,Returns a String representation of this EventObject.
25,EventObject,5,boolean equals(Object obj),False,NULL
26,FormattableFlags,1,boolean isPadded(),False,NULL
26,FormattableFlags,2,boolean isLeftJustified(),False,NULL
26,FormattableFlags,3,boolean isZeroPadded(),False,NULL
26,FormattableFlags,4,boolean isComplemented(),False,NULL
26,FormattableFlags,5,boolean isAlternate(),False,NULL
27,Formatter,1,Formatter(OutputStream out),False,NULL
27,Formatter,2,"Formatter(OutputStream out, Locale l)",False,NULL
27,Formatter,3,Formatter(Writer out),False,NULL
27,Formatter,4,"Formatter(Writer out, Locale l)",False,NULL
27,Formatter,5,Formatter(StringBuilder sb),False,NULL
27,Formatter,6,"Formatter(StringBuilder sb, Locale l)",False,NULL
27,Formatter,7,Formatter(StringBuffer sb),False,NULL
27,Formatter,8,"Formatter(StringBuffer sb, Locale l)",False,NULL
27,Formatter,9,Formatter(Appendable out),False,NULL
27,Formatter,10,"Formatter(Appendable out, Locale l)",False,NULL
27,Formatter,11,Formatter(PrintStream out),False,NULL
27,Formatter,12,"Formatter(PrintStream out, Locale l)",False,NULL
27,Formatter,13,Formatter(PrintWriter out),False,NULL
27,Formatter,14,"Formatter(PrintWriter out, Locale l)",False,NULL
27,Formatter,15,"Formatter(OutputStream out, String encoding)",False,NULL
27,Formatter,16,"Formatter(Writer out, String encoding)",False,NULL
27,Formatter,17,"Formatter(StringBuilder sb, String encoding)",False,NULL
27,Formatter,18,"Formatter(StringBuffer sb, String encoding)",False,NULL
27,Formatter,19,"Formatter(Appendable out, String encoding)",False,NULL
27,Formatter,20,"Formatter(PrintStream out, String encoding)",False,NULL
27,Formatter,21,"Formatter(PrintWriter out, String encoding)",False,NULL
28,GregorianCalendar,1,int get(int field),False,NULL
28,GregorianCalendar,2,"void set(int year, int month, int date)",False,NULL
28,GregorianCalendar,3,"void add(int field, int amount)",True,"Adds the specified (signed) amount of time to the given calendar field, based on the calendar's rules."
28,GregorianCalendar,4,Date getTime(),False,NULL
28,GregorianCalendar,5,void setTime(Date date),False,NULL
29,HashMap,1,boolean containsKey(Object key),True,Returns true if this map contains a mapping for the specified key.
29,HashMap,2,V get(Object key),True,"Returns the value to which the specified key is mapped, or null if this map contains no mapping for the key."
29,HashMap,3,"V put(K key, V value)",True,Associates the specified value with the specified key in this map.
29,HashMap,4,V remove(Object key),True,Removes the mapping for the specified key from this map if present.
29,HashMap,5,int size(),True,Returns the number of key-value mappings in this map.
30,HashSet,1,boolean add(E e),True,Adds the specified element to this set if it is not already present.
30,HashSet,2,void clear(),True,Removes all of the elements from this set.
30,HashSet,3,boolean contains(Object o),True,Returns true if this set contains the specified element.
30,HashSet,4,boolean isEmpty(),True,Returns true if this set contains no elements.
30,HashSet,5,boolean remove(Object o),True,Removes the specified element from this set if it is present.
31,Hashtable,1,boolean contains(Object value),True,Tests if some key maps into the specified value in this hashtable.
31,Hashtable,2,boolean containsAll(Collection<?> c),False,NULL
31,Hashtable,3,Enumeration<E> elements(),False,NULL
31,Hashtable,4,E get(Object key),False,NULL
31,Hashtable,5,"E put(K key, V value)",False,NULL
32,IdentityHashMap,1,boolean containsKey(Object key),True,Tests whether the specified object reference is a key in this identity hash map.
32,IdentityHashMap,2,boolean containsValue(Object value),True,Tests whether the specified object reference is a value in this identity hash map.
32,IdentityHashMap,3,"Set<Map.Entry<K,V>> entrySet()",True,Returns a Set view of the mappings contained in this map.
32,IdentityHashMap,4,V get(Object key),True,"Returns the value to which the specified key is mapped, or null if this map contains no mapping for the key."
32,IdentityHashMap,5,boolean isEmpty(),True,Returns true if this identity hash map contains no key-value mappings.
32,IdentityHashMap,6,"V put(K key, V value)",True,Associates the specified value with the specified key in this identity hash map.
32,IdentityHashMap,7,V remove(Object key),True,Removes the mapping for this key from this map if present.
32,IdentityHashMap,8,int size(),True,Returns the number of key-value mappings in this identity hash map.
32,IdentityHashMap,9,void clear(),True,Removes all of the mappings from this map.
32,IdentityHashMap,10,boolean equals(Object o),True,Compares the specified object with this map for equality.
32,IdentityHashMap,11,int hashCode(),True,Returns the hash code value for this map.
32,IdentityHashMap,12,"boolean putIfAbsent(K key, V value)",False,NULL
32,IdentityHashMap,13,"boolean replace(K key, V oldValue, V newValue)",False,NULL
32,IdentityHashMap,14,"V replace(K key, V value)",False,NULL
32,IdentityHashMap,15,"V merge(K key, V value, BiFunction<? super V,? super V,? extends V> remappingFunction)",False,NULL
32,IdentityHashMap,16,"void forEach(BiConsumer<? super K,? super V> action)",True,Performs the given action for each entry in this map until all entries have been processed or the action throws an exception.
32,IdentityHashMap,17,Set<K> keySet(),True,Returns an identity-based set view of the keys contained in this map.
32,IdentityHashMap,18,Collection<V> values(),True,Returns a Collection view of the values contained in this map.
32,IdentityHashMap,19,boolean containsKey(Object key),True,Tests whether the specified object reference is a key in this identity hash map.
32,IdentityHashMap,20,boolean containsValue(Object value),True,Tests whether the specified object reference is a value in this identity hash map.
33,IntSummaryStatistics,1,long getCount(),True,Returns the count of values recorded.
33,IntSummaryStatistics,2,double getAverage(),True,"Returns the arithmetic mean of values recorded, or zero if no values have been recorded."
33,IntSummaryStatistics,3,long getSum(),True,"Returns the sum of values recorded, or zero if no values have been recorded."
33,IntSummaryStatistics,4,int getMin(),True,"Returns the minimum value recorded, or Integer.MAX_VALUE if no values have been recorded."
33,IntSummaryStatistics,5,int getMax(),True,"Returns the maximum value recorded, or Integer.MIN_VALUE if no values have been recorded."
34,LinkedHashMap,1,boolean containsKey(Object key),False,NULL
34,LinkedHashMap,2,boolean containsValue(Object value),True,Returns true if this map maps one or more keys to the specified value.
34,LinkedHashMap,3,V get(Object key),True,"Returns the value to which the specified key is mapped, or null if this map contains no mapping for the key."
34,LinkedHashMap,4,"V put(K key, V value)",False,NULL
34,LinkedHashMap,5,V remove(Object key),False,NULL
35,LinkedHashSet,1,boolean add(E e),False,NULL
35,LinkedHashSet,2,boolean addAll(Collection<? extends E> c),False,NULL
35,LinkedHashSet,3,void clear(),False,NULL
35,LinkedHashSet,4,boolean contains(Object o),False,NULL
35,LinkedHashSet,5,boolean containsAll(Collection<?> c),False,NULL
36,LinkedList,1,boolean add(E e),True,Appends the specified element to the end of this list.
36,LinkedList,2,"void add(int index, E element)",True,Inserts the specified element at the specified position in this list.
36,LinkedList,3,boolean addAll(Collection<? extends E> c),True,"Appends all of the elements in the specified collection to the end of this list, in the order that they are returned by the specified collection's iterator."
36,LinkedList,4,E get(int index),True,Returns the element at the specified position in this list.
36,LinkedList,5,E remove(int index),True,Removes the element at the specified position in this list.
37,ListResourceBundle,1,E getObject(String key),False,NULL
37,ListResourceBundle,2,Enumeration<String> getKeys(),True,Returns an Enumeration of the keys contained in this ResourceBundle and its parent bundles.
37,ListResourceBundle,3,boolean containsKey(String key),False,NULL
37,ListResourceBundle,4,Object[][] getContents(),True,Returns an array in which each item is a pair of objects in an Object array.
37,ListResourceBundle,5,String getString(String key),False,NULL
38,Locale,1,"Locale(String language, String country)",False,NULL
38,Locale,2,"Locale(String language, String country, String variant)",False,NULL
38,Locale,3,Locale(String language),False,NULL
38,Locale,4,String getDisplayCountry(Locale aLocale),True,Returns a name for the locale's country that is appropriate for display to the user.
38,Locale,5,String getDisplayLanguage(Locale aLocale),True,Returns a name for the locale's language that is appropriate for display to the user.
38,Locale,6,String getDisplayName(Locale aLocale),True,Returns a name for the locale that is appropriate for display to the user.
38,Locale,7,String getDisplayVariant(Locale aLocale),True,Returns a name for the locale's variant code that is appropriate for display to the user.
38,Locale,8,String getISO3Country(),True,Returns a three-letter abbreviation for this locale's country.
38,Locale,9,String getISO3Language(),True,Returns a three-letter abbreviation of this locale's language.
38,Locale,10,String getLanguage(),True,Returns the language code of this Locale.
38,Locale,11,String getVariant(),True,Returns the variant code for this locale.
38,Locale,12,String getCountry(),True,"Returns the country/region code for this locale, which should either be the empty string, an uppercase ISO 3166 2-letter code, or a UN M.49 3-digit code."
38,Locale,13,boolean equals(Object obj),True,Returns true if this Locale is equal to another object.
38,Locale,14,int hashCode(),True,Override hashCode.
38,Locale,15,Locale[] getAvailableLocales(),True,Returns an array of all installed locales.
38,Locale,16,Locale getDefault(),True,Gets the current value of the default locale for this instance of the Java Virtual Machine.
38,Locale,17,void setDefault(Locale newLocale),True,Sets the default locale for this instance of the Java Virtual Machine.
38,Locale,18,Locale forLanguageTag(String tag),True,Returns a locale for the specified IETF BCP 47 language tag string.
38,Locale,19,"Locale forLanguageTag(String tag, Locale defaultLocale)",False,NULL
38,Locale,20,"Locale forLanguageTag(String tag, Locale defaultLocale, Locale... availableLocales)",False,NULL
39,Locale.Builder,1,Locale.Builder setLanguage(String language),True,Sets the language.
39,Locale.Builder,2,Locale.Builder setRegion(String region),True,Sets the region.
39,Locale.Builder,3,Locale.Builder setVariant(String variant),True,Sets the variant.
39,Locale.Builder,4,Locale.Builder setExtensions(String... extensions),False,NULL
39,Locale.Builder,5,Locale build(),True,Returns an instance of Locale created from the fields set on this builder.
40,Locale.LanguageRange,1,Locale.LanguageRange(String range),False,NULL
40,Locale.LanguageRange,2,"Locale.LanguageRange(String range, int weight)",False,NULL
40,Locale.LanguageRange,3,"Locale.LanguageRange(String language, String script, String region)",False,NULL
40,Locale.LanguageRange,4,"Locale.LanguageRange(String language, String script, String region, int weight)",False,NULL
40,Locale.LanguageRange,5,Locale.LanguageRange(Locale locale),False,NULL
40,Locale.LanguageRange,6,"Locale.LanguageRange(Locale locale, int weight)",False,NULL
40,Locale.LanguageRange,7,Locale.LanguageRange(Locale.LanguageRange range),False,NULL
40,Locale.LanguageRange,8,"Locale.LanguageRange(Locale.LanguageRange range, int weight)",False,NULL
40,Locale.LanguageRange,9,Locale.LanguageRange(Locale.LanguageRange[] ranges),False,NULL
40,Locale.LanguageRange,10,"Locale.LanguageRange(Locale.LanguageRange[] ranges, int weight)",False,NULL
40,Locale.LanguageRange,11,"Locale.LanguageRange(Locale.LanguageRange[] ranges, int weight, boolean ignoreScript)",False,NULL
40,Locale.LanguageRange,12,"Locale.LanguageRange(Locale.LanguageRange[] ranges, int weight, boolean ignoreScript, boolean ignoreRegion)",False,NULL
40,Locale.LanguageRange,13,"Locale.LanguageRange(Locale.LanguageRange[] ranges, int weight, boolean ignoreScript, boolean ignoreRegion, boolean ignoreVariant)",False,NULL
40,Locale.LanguageRange,14,"Locale.LanguageRange(Locale.LanguageRange[] ranges, int weight, boolean ignoreScript, boolean ignoreRegion, boolean ignoreVariant, boolean ignoreExtension)",False,NULL
41,LongSummaryStatistics,1,long getCount(),True,Returns the count of values recorded.
41,LongSummaryStatistics,2,long getSum(),True,"Returns the sum of values recorded, or zero if no values have been recorded."
41,LongSummaryStatistics,3,long getMin(),True,"Returns the minimum value recorded, or Long.MAX_VALUE if no values have been recorded."
41,LongSummaryStatistics,4,long getMax(),True,"Returns the maximum value recorded, or Long.MIN_VALUE if no values have been recorded"
41,LongSummaryStatistics,5,double getAverage(),True,"Returns the arithmetic mean of values recorded, or zero if no values have been recorded."
42,Objects,1,"boolean equals(Object a, Object b)",True,Returns true if the arguments are equal to each other and false otherwise.
42,Objects,2,int hashCode(Object o),True,Returns the hash code of a non-null argument and 0 for a null argument.
42,Objects,3,boolean isNull(Object obj),True,Returns true if the provided reference is null otherwise returns false.
42,Objects,4,boolean nonNull(Object obj),True,Returns true if the provided reference is non-null otherwise returns false.
42,Objects,5,boolean requireNonNull(Object obj),False,NULL
43,Observable,1,void addObserver(Observer o),True,"Adds an observer to the set of observers for this object, provided that it is not the same as some observer already in the set."
43,Observable,2,void deleteObserver(Observer o),True,Deletes an observer from the set of observers of this object.
43,Observable,3,void deleteObservers(),True,Clears the observer list so that this object no longer has any observers.
43,Observable,4,boolean hasChanged(),True,Tests if this object has changed.
43,Observable,5,int countObservers(),True,Returns the number of observers of this Observable object.
43,Observable,6,void notifyObservers(),True,"If this object has changed, as indicated by the hasChanged method, then notify all of its observers and then call the clearChanged method to indicate that this object has no longer changed."
43,Observable,7,void notifyObservers(Object arg),True,"If this object has changed, as indicated by the hasChanged method, then notify all of its observers and then call the clearChanged method to indicate that this object has no longer changed."
43,Observable,8,void setChanged(),True,Marks this Observable object as having been changed; the hasChanged method will now return true.
43,Observable,9,void clearChanged(),True,"Indicates that this object has no longer changed, or that it has already notified all of its observers of its most recent change, so that the hasChanged method will now return false."
44,Optional,1,Optional<T> of(T value),False,NULL
44,Optional,2,Optional<T> empty(),False,NULL
44,Optional,3,boolean isPresent(),True,"Return true if there is a value present, otherwise false."
44,Optional,4,T get(),True,"If a value is present in this Optional, returns the value, otherwise throws NoSuchElementException."
44,Optional,5,T orElse(T other),True,"Return the value if present, otherwise return other."
45,OptionalDouble,1,OptionalDouble(),False,NULL
45,OptionalDouble,2,of(double value),False,NULL
45,OptionalDouble,3,empty(),False,NULL
45,OptionalDouble,4,isPresent(),False,NULL
45,OptionalDouble,5,getAsDouble(),False,NULL
46,OptionalInt,1,boolean isPresent(),True,"Return true if there is a value present, otherwise false."
46,OptionalInt,2,int getAsInt(),True,"If a value is present in this OptionalInt, returns the value, otherwise throws NoSuchElementException."
46,OptionalInt,3,int orElse(int other),True,"Return the value if present, otherwise return other."
46,OptionalInt,4,int orElseGet(IntSupplier other),True,"Return the value if present, otherwise invoke other and return the result of that invocation."
46,OptionalInt,5,int orElseThrow(),False,NULL
47,OptionalLong,1,OptionalLong of(long value),True,Return an OptionalLong with the specified value present.
47,OptionalLong,2,OptionalLong empty(),True,Returns an empty OptionalLong instance.
47,OptionalLong,3,boolean isPresent(),True,"Return true if there is a value present, otherwise false."
47,OptionalLong,4,long getAsLong(),True,"If a value is present in this OptionalLong, returns the value, otherwise throws NoSuchElementException."
47,OptionalLong,5,long orElse(long other),True,"Return the value if present, otherwise return other."
48,PriorityQueue,1,boolean add(E e),True,Inserts the specified element into this priority queue.
48,PriorityQueue,2,E remove(),False,NULL
48,PriorityQueue,3,E peek(),True,"Retrieves, but does not remove, the head of this queue, or returns null if this queue is empty."
48,PriorityQueue,4,boolean contains(Object o),True,Returns true if this queue contains the specified element.
48,PriorityQueue,5,int size(),True,Returns the number of elements in this collection.
49,Properties,1,"Object setProperty(String key, String value)",True,Calls the Hashtable method put.
49,Properties,2,String getProperty(String key),True,Searches for the property with the specified key in this property list.
49,Properties,3,"String getProperty(String key, String defaultValue)",True,Searches for the property with the specified key in this property list.
49,Properties,4,Enumeration propertyNames(),False,NULL
49,Properties,5,void load(InputStream inStream) throws IOException,True,Reads a property list (key and element pairs) from the input byte stream.
50,PropertyPermission,1,boolean implies(Permission p),True,"Checks if this PropertyPermission object ""implies"" the specified permission."
50,PropertyPermission,2,boolean equals(Object obj),True,Checks two PropertyPermission objects for equality.
50,PropertyPermission,3,String getActions(),True,"Returns the ""canonical string representation"" of the actions."
50,PropertyPermission,4,String getName(),False,NULL
50,PropertyPermission,5,int hashCode(),True,Returns the hash code value for this object.
51,PropertyResourceBundle,1,Object getObject(String key),False,NULL
51,PropertyResourceBundle,2,Enumeration<String> getKeys(),True,Returns an Enumeration of the keys contained in this ResourceBundle and its parent bundles.
51,PropertyResourceBundle,3,String getString(String key),False,NULL
51,PropertyResourceBundle,4,"String getString(String key, String defaultValue)",False,NULL
51,PropertyResourceBundle,5,boolean containsKey(String key),False,NULL
52,Random,1,Random(),False,NULL
52,Random,2,int nextInt(),True,"Returns the next pseudorandom, uniformly distributed int value from this random number generator's sequence."
52,Random,3,int nextInt(int bound),True,"Returns a pseudorandom, uniformly distributed int value between 0 (inclusive) and the specified value (exclusive), drawn from this random number generator's sequence."
52,Random,4,long nextLong(),True,"Returns the next pseudorandom, uniformly distributed long value from this random number generator's sequence."
52,Random,5,boolean nextBoolean(),True,"Returns the next pseudorandom, uniformly distributed boolean value from this random number generator's sequence."
53,ResourceBundle,1,Object getObject(String key),True,Gets an object for the given key from this resource bundle or one of its parents.
53,ResourceBundle,2,Enumeration<String> getKeys(),True,Returns an enumeration of the keys.
53,ResourceBundle,3,String getString(String key),True,Gets a string for the given key from this resource bundle or one of its parents.
53,ResourceBundle,4,Locale getLocale(),True,Returns the locale of this resource bundle.
53,ResourceBundle,5,boolean containsKey(String key),True,Determines whether the given key is contained in this ResourceBundle or its parent bundles.
54,ResourceBundle.Control,1,abstract List<String> getFormats(String baseName),False,NULL
54,ResourceBundle.Control,2,abstract String toString(),False,NULL
54,ResourceBundle.Control,3,abstract Locale getFallbackLocale(),False,NULL
54,ResourceBundle.Control,4,"abstract ResourceBundle newBundle(String baseName, Locale locale, String format, ClassLoader loader, boolean reload)",False,NULL
54,ResourceBundle.Control,5,"abstract boolean needsReload(String baseName, Locale locale, String format, ClassLoader loader, ResourceBundle bundle, long loadTime)",False,NULL
55,Scanner,1,boolean hasNext(),True,Returns true if this scanner has another token in its input.
55,Scanner,2,boolean hasNextLine(),True,Returns true if there is another line in the input of this scanner.
55,Scanner,3,String next(),True,Finds and returns the next complete token from this scanner.
55,Scanner,4,String nextLine(),True,Advances this scanner past the current line and returns the input that was skipped.
55,Scanner,5,int nextInt(),True,Scans the next token of the input as an int.
55,Scanner,6,double nextDouble(),True,Scans the next token of the input as a double.
55,Scanner,7,float nextFloat(),True,Scans the next token of the input as a float.
